trained_on,model,all,cosmosqa,drop,mcscript,narrativeqa,quoref,socialiqa
all,lr,0.06870310839312856,0.052023230251246,0.1015166477828957,0.09499516159019201,0.07620800846551837,0.04367583806600686,0.053389278846887885
all,meteor,0.8577691258593051,0.7531008880720007,0.8647106336558514,0.9737562113775922,0.8239804744116064,0.6624074387741252,0.9115115355557973
all,num_edits,1.4374120153726284,1.4430503050151438,8.220332718113303,0.9122430125742652,1.1499198166373361,2.6647414194123122,1.1281571153036754
all,precision,0.9062923889170539,0.5321171723294145,1.059703297059169,1.15835942696535,0.9524700126337194,1.046130195251359,0.8128380734219756
all,recall,0.965414222201838,0.42945498922802583,1.2715394228741599,1.190411277256884,1.024664004417413,1.7369107289369574,0.7669794014774735
all,rf,0.06529849646860655,0.047680226266214154,0.1122298114977513,0.08124605390349758,0.07410264878473591,0.03920702880341638,0.0584391052538119
all,rouge1,0.8550453167606471,0.6327891162708876,0.7971487402434948,1.0174717823783361,0.8317737351103985,0.770434788100438,0.902618177144524
all,rouge2,0.9294017783689273,1.0025329174112534,1.0054094718012019,0.93363548645376,0.9592876283483258,0.7281327126161955,0.9108927040340892
all,rougeL,0.8501426753505414,0.6487182159034028,0.8195344865195506,1.007265132813267,0.8234867441247766,0.7695414962360942,0.8878287334889451
all,rougeLsum,0.8501426753505414,0.6487182159034028,0.8195344865195506,1.007265132813267,0.8234867441247766,0.7695414962360942,0.8878287334889451
cosmosqa,avg-MRB,0.8329427487974757,0.5659749612290281,0.6863217713934858,1.08692969158509,0.8376112955030943,0.9220785116021923,0.7477355656099892
cosmosqa,avg-all,0.631916049906576,0.36166536426844637,0.7426936792402626,0.8847302758339152,0.7169995704306045,0.4108473527768207,0.5600446377480586
cosmosqa,l1-018,0.10899236016060151,0.041179995873392744,0.13908267331505414,0.16655958649206684,0.13966461217790857,0.13654955513478761,0.06014118780414651
cosmosqa,lr,0.09479840279881288,0.037583235403490796,0.19138476298185694,0.1319054819512507,0.1155646027990527,0.12579655086182776,0.0596686860321216
cosmosqa,rf,0.0863257311292647,0.03302760677972995,0.1266909793814433,0.12841238869717111,0.1093055790613296,0.07107200218023256,0.06284653432276305
drop,avg-MRB,0.7133257552207082,0.6757305071477835,0.5909909534267583,0.8080046874215912,0.6661756447713512,0.7167898862775235,0.6992844294898729
drop,avg-all,0.4211221688701501,0.3827561375862674,0.31666912462877433,0.5388224397183619,0.4534854213215866,0.2685923193595709,0.3669353973053666
drop,l1-018,0.09543602761402503,0.07682262103140867,0.08016159266731324,0.13536669475190133,0.10732214039809433,0.02576990071356086,0.08415666842115677
drop,lr,0.09649743262360432,0.0714286033881748,0.07007163542612602,0.13198335478921897,0.11564522187753946,0.03439347895411878,0.08597856187068727
drop,rf,0.10362159379010605,0.08354924556694324,0.08728702504850738,0.1390987646628607,0.11369192400570717,0.04521436602611006,0.09548657545159167
mcscript,avg-MRB,0.734124151413812,0.9507250423423856,0.6374611550550828,0.648419456690981,0.6398248014860635,0.598252628143118,0.8087783490758822
mcscript,avg-all,0.6483017571385036,1.0790682305964927,0.6668795028620447,0.5070576211422142,0.5902436347129272,0.39684614892983683,0.6289248451226973
mcscript,l1-018,0.08601552615161977,0.08958563267070721,0.15333714500692572,0.09903602429239676,0.0853403751577205,0.06863296694929281,0.07114616311031152
mcscript,lr,0.08335998599548657,0.06640795616104424,0.16975018972810657,0.08984600496791334,0.08121024369454213,0.13394079122471006,0.06503996014377979
mcscript,rf,0.08002038825988608,0.07077581967088019,0.14533579115132428,0.08357309979840324,0.0785922455598354,0.07387920285009093,0.07990977780282255
narrativeqa,avg-MRB,0.6508231754676256,0.5635188914425667,0.5356100596475217,0.7761343624788838,0.6198300849557036,0.6735192762982415,0.6193841874602841
narrativeqa,avg-all,0.4753402202040848,0.3970771427375549,0.47036972171419916,0.6128348769988846,0.5144621436797069,0.283922220561063,0.4266630578655799
narrativeqa,l1-018,0.08480587599536911,0.08912743725497202,0.13401375410048963,0.1050957527934189,0.08368906277122942,0.05440928413429982,0.06895740140804756
narrativeqa,lr,0.08159327406806721,0.07761939284962295,0.17743040254120399,0.09393582637423382,0.07491217720825892,0.09907233838215106,0.06318651038670713
narrativeqa,rf,0.0869489709256537,0.09027617784335856,0.13568657511812715,0.10043955401471256,0.07330260808679043,0.07284424278714635,0.08380587280733798
quoref,avg-MRB,0.6402758618003788,0.8633400901452517,0.5612738911519993,0.54706042197814,0.5518710766168499,0.4979688523060986,0.7131459634905138
quoref,avg-all,0.5180504801721547,0.6840834921955946,0.39698098640927154,0.5135329302145832,0.5366362133768848,0.3079688021918499,0.4772325374135608
quoref,l1-018,0.09585258256343317,0.07215354871113801,0.08033803502457401,0.13980853483518776,0.11152215889351767,0.025562604298347513,0.08104064500200264
quoref,lr,0.09052323337275214,0.06269936959279554,0.07670099945668563,0.13600746477377726,0.10642338857466753,0.025276215679321937,0.0749428138036288
quoref,rf,0.0949830243531918,0.07031754413125034,0.0742053320167068,0.14022630692311602,0.10316848426825924,0.03187991211150386,0.08420272944814738
socialiqa,avg-MRB,0.639695534804278,0.4750445567977176,0.5219177724562428,0.8187583411774131,0.6308104881907115,0.6706070463553485,0.5866294264520854
socialiqa,avg-all,0.4544234888173466,0.2940705005809497,0.6079962564308758,0.611594842974056,0.517429494848878,0.29605331489054537,0.3947528325778596
socialiqa,l1-018,0.0849733548712358,0.04898538939758358,0.11068754653783541,0.12820070087644328,0.10718344578050051,0.06300625456217047,0.0531138278612302
socialiqa,lr,0.0811577742562973,0.04324558460618125,0.19584195725948542,0.10800929333535697,0.08998525853393108,0.11717694790859766,0.04995012172622291
socialiqa,rf,0.08049491912377713,0.04595505686348552,0.12423061872289724,0.11167637974573406,0.10208700096706322,0.0808612556713289,0.05051450807314609
