,mse,r2,pearson,spearman,features,target,model_classpath,model_hparams,trained_on,evaluated_on
153,0.42096121052965263,-2.1473795627048933,0.604582115745312,0.5832022993870929,['bertscore'],score_scaled,bertscore,{'feature': 'bertscore'},all,socialiqa
154,1.4219370114641885,-9.12972189731602,0.6234738617257732,0.5912767045142292,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,all
155,0.944149382863417,-5.284237181234651,0.8415176556314921,0.809232323397411,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,cosmosqa
156,1.1755948256576418,-7.7403386637925795,0.3984973200802212,0.3119647939097017,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,drop
157,1.75050051816574,-10.958612401883029,0.46290813256100594,0.44762696487965753,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,mcscript
158,1.577583856035933,-9.52583309671251,0.5928942017962687,0.5951794460056168,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,narrativeqa
159,2.1303861582208574,-27.480600610812726,0.4375904653291332,0.3116808368523576,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,quoref
160,1.0745002707073532,-7.033662265200514,0.7617884637151743,0.7448266031359353,['bleurt'],score_scaled,bleurt,{'feature': 'bleurt'},all,socialiqa
161,0.0548068789003532,0.6095618604450135,0.8100553375048041,0.7849098079248298,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,all
162,0.05226914248502197,0.6520977563535151,0.8598405431509141,0.8203163845558302,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,cosmosqa
163,0.04965878066673841,0.6307957884932974,0.8164603729336064,0.7392186538338311,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,drop
164,0.05428719399555917,0.6291349219028014,0.8123872241718821,0.7868140809353704,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,mcscript
165,0.05973034592877296,0.6014718015466016,0.7938506501652963,0.7869979119910302,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,narrativeqa
166,0.0367263439283114,0.5090146782632512,0.776692248224441,0.7697708148464354,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,quoref
167,0.05930905167548515,0.5565669889347645,0.8146354748607638,0.7820328103763908,['LERC'],score_scaled,LERC,{'feature': 'LERC'},all,socialiqa
168,41.40697536445775,-293.9787097946542,-0.14447900324634602,-0.09198819604461488,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,all
169,69.05283064909712,-458.61409678465185,-0.28230984516396623,-0.26335606614151913,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,cosmosqa
170,198.38063788659792,-1473.9247968985358,-0.07866770961033821,0.14478210911879263,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,drop
171,16.88445097705067,-114.34678382427452,-0.17523653094175506,-0.13600159864545194,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,mcscript
172,36.295700686641695,-241.16936937716878,-0.0834579524631041,-0.005727540990094315,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,narrativeqa
173,94.63817223837209,-1264.1940943464172,-0.15637914688492496,0.012269028728593562,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,quoref
174,17.918250846716923,-132.9684871283502,-0.09201302472906159,-0.10704577049315048,['candidatelength_word'],score_scaled,candidatelength_word,{'feature': 'candidatelength_word'},all,socialiqa
175,867.9860266656967,-6182.436389932715,-0.1247375720697003,-0.06883761782563196,['candidatelength_char'],score_scaled,candidatelength_char,{'feature': 'candidatelength_char'},all,all
176,1250.8598096632504,-8324.694923993871,-0.2251961520480748,-0.20071047816809,['candidatelength_char'],score_scaled,candidatelength_char,{'feature': 'candidatelength_char'},all,cosmosqa
177,3925.82393685567,-29186.80347927007,-0.07692626837944638,0.16674997123473587,['candidatelength_char'],score_scaled,candidatelength_char,{'feature': 'candidatelength_char'},all,drop
